"Frase", Sentimento
"o dilema da minha vida Será sempre Como e Que estraguei  o  iPhone não kasa e o Motivo foi: 'Quantidade excessiva de Líquidos nenhuma interior', ai deus Ilumina-me","tristeza"
"ESTRAGUEI  O  IPHONE DELA:http: // youtu.be/JQ62A6t2NmU?a via @ YouTube","tristeza"
"Pessoas com iPhone : - estraguei  o meu iPhone ; -perdi o meu iPhone ; -adoro o meu iPhone ; -podes ir buscar o meu iPhone ? Tipo ... vocês sentem necessidade de dizer que tem um iPhone ou não sabem que o  iPhone é um celular?🤔🤔","tristeza"
"estraguei  o  iPhone pela segunda vez este mês e deu o mesmo o berro","tristeza"
"Eu estraguei  o  iPhone na minha irmã em 3 segundos e ninguém me atirou na varandaZé Miguel adicionou,","tristeza"
"Você está estragando  o  iphone , deixe cair água em cima","tristeza"
"Estraguei  o  Iphone ","tristeza"
"Estraguei  o  iPhone ... não faz mal ou pap oferece um novo amanhã","tristeza"
"Era só para o xicar xicaru ahahah (eu tenho emojis estraguei  o  iphone e ainda n instalei um app)Venus adicionou,","tristeza"
"Lili","tristeza"
"estraguei  ou  iphone do meu namorado derrubando bebida em cima e vcs?","tristeza"
"Falou q me deu o j6 que é mais barato e eu estraguei , o  iPhone eu vou fazer o mesmo kk .. falei q vou cuidar como se fosse meu filho haha","tristeza"
"Estraguei  o  iphone de vez","tristeza"
"Estraguei  o  iphone , partos oculos e goteira, ando cheio de sorte portanto","tristeza"
"Pq é que estraguei  o  iphone ?","tristeza"
"primeiro estraguei  o  iphone , agr estraguei  ou samsung tbm","tristeza"
"estraguei  o  iphone , boa margarida","tristeza"
"acho que foi dessa estragao  no  iPhone , foda-se","tristeza"
"@ Maestri_julia  @ rafamocellin   estraguei  o  iphone PRJEKSKSKSKSKSKSJSNSNSJJWJSJSKSKSKSKSKKSKS nao sei se rio OU SE choro","tristeza"
"a semana passada estraguei  o  iphone ontem parti o meu relógio até tenho medo do q me possa acontecer na próxima semana","tristeza"
"no momento da recuperação da minha vida pq estraguei  o  iPhone da minha mãe, para morto","tristeza"
"hoje estraguei  o  iphone , explodi o secador da madalena e ainda me queimou","tristeza"
"Coitado ainda inventa que fui eu que estraguei  o  iphone kkkkkkkk","tristeza"
"@ BernardoSousa42 eu estou estragando  o cabo em dois dias e ontem estragando  o  iPhone","tristeza"
"então vá, num mês já parti o carro, estraguei  o  iphone e estraguei  o mac, normal :(","tristeza"
"@ AdriLucarini me passa por DM ou nº amiga oq eu tenho aqui é outro. ' Estraguei ' o  iphone e perdi meus contatos.","tristeza"
"eu estraguei  o  iphone da @ Duds_Frozzen à distancia ... HAUIHAIAU","tristeza"
"Pronto galera !! Estraguei  o  iPhone do meu tio ... E agora FUFU","tristeza"
"OMG, acho que estou estragada  ou  iPhone da @erikavillefort","tristeza"
"não é possível que você tenha acesso a um registro da minha irmã ou o dia em que você está estragando  o  iPhone dela: @@@@","tristeza"
"será que eu estraguei  o  iPhone : xx","tristeza"
"@ clarisleal  estraguei  o  iPhone alguma vez, nem me tenta ligar, entra no comunicador espontâneo 'meneder' beijo","tristeza"
"@ FC_delena mas eu so ZE estraga celular eu troco por lomenos umas 10 vezes celular ao ano comi hoje nao sei como nao estraguei  o  iPhone","tristeza"
"Hahahaha. Hora de comprar um Windows Phone 7! @ dre_martins : Caracas acho que estraguei  o  iphone   como musicas estao pulando = [","tristeza"
"Quando vê estraguei  o  iPhone , que ótimo!","tristeza"
"estraguei  o  iphone so tao burra que nem sei como estraguei","tristeza"
"tanto tempo sem twittar. estraguei  o  iphone do papai. ja recebi varias visitas. posto fotos depois. bjuuu","tristeza"
"como assim eu estraguei  o  iPhone que eu ganhei do meu pai semana passada? * CHORANDO *","tristeza"
"OMG estraguei  o  iphone ! # travotudo","tristeza"
"Chateado ... Estraguei  o  iphone alheio sem querer ...","tristeza"
"Já está estragado  no  iPhone . Joguei na televisão pra ver a boca dessa boca atrasada gritando como se alguém fosse escutar. # bbbm casa e estraguei  o  iPhone , falha mil.","tristeza"
"1 semana atrás abri meu último pacote de fone de ouvido, que veio com o  iphone . quase estraguei ele agora. :(","tristeza"
"q booooosssstttaaaa !! estraguei  ou botao de atravessar uma tela do meu iphone ... # fail","tristeza"
"Meu pai agora disse que vai pensar se realmente vai me dar no  iPhone , já que ele acha que eu estraguei meu celular de propósito ¬¬","tristeza"
"Desenvolvedores de iPhone : Não tem como alterar o Nome do produto de um projeto no XCode sem validade inválida no projeto? Fiz isso e estraguei um app meu.","tristeza"
"Agora você não pode usar quase nada com o teclado na paisagem, será q eu sou tão frio q ja estraguei  o os do meu iphone ...","tristeza"
"caralho tem nem 1SEMANA q minha irmã ganhou iphone e ela já estragou  o carregador, duvido q eu empresto ou  meu p essa cupim estragar tb kkkkkkk ela q alaúde😂","tristeza"
"Para carregar meu  iphone com o carregador dos migo pq o  meu  estragou e eu para sem granaRe added,","tristeza"
"o carregador do meu celular estragou desde ontem e sem cel, o carregador do iphone é triste nmrl msm","tristeza"
"Como é que as pessoas dizem que o carregador do iPhone é muito rápido? Tenho o  meu bastante tempo e nunca estragou , acho que falta de cuidado hein kkkkkk","tristeza"
"Meu iphone antigo parou de reconhecer o chip, agora agregue  q eu to agora estragou o auto falante .... a raiva q eu to","tristeza"
"meu celular estragou e mami vai comprar o  iPhone 11 na sexta-feira, um anjo eu diria","tristeza"
"de vdd, n sei como meu carregador original do iphone não estragou até hj, mês q vem vai fazer 1 ano q compreenda meu celular e tals e poxa ou carregador para o novinho","tristeza"
"ainda indignado que a merdinha do iphone  estragou o dnv e o  meu pai não me da bateria nova logo","tristeza"
"Meio tempo desde que comprei meu último celular cel minha mae ja trocou 3 vezes celular e agora resolveu comprar iphone ..) o carregador e fone de ouvido eu tb tenho desde que comprei e nunca estragou , o fio ta perfeito, eh assim guardar eles no bolso personalizado","tristeza"
"Meu  iPhone XS não ficou seguro quando teve contato com líquido e estragou .","tristeza"
"O  meu dia foi ótimo hj, bronquite atacada, garganta inflamada, morrendo de febre, meu  iPhone  estragou , meu j7 não quer aceitar nenhum e-mail para iniciar-lo, só acontece ótimo","tristeza"
"meu irmão estragou  meu fone, O FONE DO MEU  IPHONE AFJDDJDJDDFFFFFD","tristeza"
"E o carregador do meu  iPhone que estragou kkk para ter que usar o mana emprestado Eu que alaúde pra comprar outro","tristeza"
"de novo estragou  o Carregador fazer meu celular, Não aguento Mais ter iphone","tristeza"
"Celular do meu irmão estragou ontem e hoje a minha mãe já logo buscou o  iphone 11 pra ele, vou colocar fogo no meu aqui e já volto😂🤦🏽‍♂️","tristeza"
"depende do celular gi, o  meu  iphone 5 está estragado por isso, meu  iphone 7 há 2 anos sempre sem uso no banho e nunca estragando kkkk, mas eu não estou colocando água na água neh","tristeza"
"Será que o  meu carregador de iPhone é o único que nunca estragou ?","tristeza"
"Desgastar o meu  iPhone depois que ele estragou  o microfone😢","tristeza"
"Eu sou uma pessoa viciada em brigar pelos meus direitos. Comerciante: a eu: to indo no PROCON, amore. No momento, não é possível trocar o carregador do meu  iPhone q está estragado , mas você não pode garantir . / burguesasafada","tristeza"
"celular do meu irmão estragou e ficaria 800 $ para comprar, ele foi e adquiriu outro, uma vontade de pegar e comprar para mim em grande, por ser iPhone vale a pena ou preço","tristeza"
"Fui Ontem na distribuidora comprar Carregador de iPhone e Não Comprei Nenhum p MIM agr o  meu  estragou e UE sem, palmas pro burro","tristeza"
"O Botão fazer meu celular estragou , iPhone lixo, vou comprar o pro ágora max","tristeza"
"augusto me empresto um cabo de iphone  o  meu  estragou 🙄","tristeza"
"UM MEMBRO DA 20 ESTRAGOU  O  MEU  IPHONE XS NO NATAL EM ANGOLA | @ graciano342 https: // youtu.be/-ciL6PwwB3c via @ YouTube","tristeza"
"Estragou  o  meu  iPhone , não acredito que foi pro pau","tristeza"
"queria atualizar meu  iPhone pro iOS 11.1, mas eu lembro que meu amigo estragou  o  meu  iPhone , # sad","tristeza"
"meu pai estragou  o  meu  iphone e não me quer dar um nvoo, eu to so a Lana del rey","tristeza"
"queria ser rico do tipo 'ah meu  iphone 7 estragou , você vai usar esse velho aqui do 6s mesmo, mas o rosa ou outra cor?","tristeza"
"Ontem estragou  o  meu  iPhone , o  iPhone do meu primo e hj o  iPhone do Cassio ... Oq está acontecendo @ Apple ???","tristeza"
"Minha mãe estragou  o  meu  iphone e ele tinha um sobrando em casa e deu pra ela, VIDA INJUSTA E EU FICO COMO","tristeza"
"A bateria do meu  IPHONE não dura nada. 'O carregador do meu  iPhone  estragou ' ' o  meu  IPHONE isso, o  meu  IPHONE aquilo.' Teu CELULAR caralho","tristeza"
"um moto-boy da pizza hut atropelou-me e estragou  o  meu  iPhone TT","tristeza"
"O meu irmão estragou  o  meu  iPhone ficou sem tela","tristeza"
"meu pai estragou  o  meu  iphone  # WhereAreUNowForVMA","tristeza"
"uma sora de espanhol estragou  o  meu  iphone e diz que não fez nada a ser coitado ela atira meu celular em cima de um livro sl e ele caiu no td na mesa","tristeza"
"Vou esperar o descarregamento e ver o que acontece. Ainda não quero absorver a idéia de que ESTRAGOU  no  meu  iPhone .","tristeza"
"Sim, agora já estragou  o  meu  iPhone . Sistema operacional amador!","tristeza"
"Meu movel estragou  o  meu  iphone parece que vai demorar","tristeza"
"A sofs estragou  o  meu  iphone e agora não sei oq fazer","tristeza"
"o meu vizinho que não é xiro estragou  o  meu  iPhone : c","tristeza"
"A Sério Que a Rita estragou ' O  MEU ' iPhone ?","tristeza"
"aaah, ele ja estragou  o  meu  iPhone quando eu pedi para ele trocar a tela, A TELA","tristeza"
"O meio dele tá todo estranho. Simplesmente o cara estragou  o  meu  iPhone , minha mãe foi comprar esse affersson preferia não ter ganhado!","tristeza"
"affff meu, não não, meu mae estragou  o cabo usb do meu  iphone NAO NAO NAO NAO NAO NAO NAO EU NAO ACREDITO","tristeza"
"minha irma estragou  o cabo do meu  iphone ihihihih estragou mais qr dizer, ele ja tava mt ruim, agr ta pessimo","tristeza"
"qual a marca do celular da karolina? iphone igual o seu - meu  iphone  estragou : CEO da karol é 1 galaxy Xhttp: // ask.fm/a/1kgqh68n ","tristeza"
"Há 3 anos eu me viro com uma internet fuleira, isso estragou  o  meu  iphone","tristeza"
"vou matarrr uma cadela da Minha irma, Ela estragou  o Carregador fazer meu  iphone denovo: (((","tristeza"
"meu cachorro estragou  o fone do meu  iPhone , posso matar?","tristeza"
"meu primeiro estragou  o botão mais importante do meu  iphone ! e agora, como lidar?","tristeza"
"tp ela estragou  o  meu mas o  iphone é dela agr","tristeza"
"@DeSweemeritsgui acredita que safari nao entra? Esse cydia estragou  o  meu  iphone !! D: quero desinstalar !! E isso é um trabalho pra ti!","tristeza"
"MEU PADRASTO ESTRAGOU  O FONE DO MEU  IPHONE E SUMIU O FONE DO MEU IPOD, QUE ÓDIO ETERNOOOOO","tristeza"
"Que merda estragou  o  meu  iPhone ; :(","tristeza"
"Minha esposa quase estragou  o cabo do meu  iPhone corna !!!!!","tristeza"
"@Lele__FC já está na lele, eu acho que pq acho que foi minha amiga  que estragou o  meu NOVO iPhone . Eu to pouco grilada viu ... aff","tristeza"
"@ LeeSunny_BR eu vou ganhar dinheiro e um celular novo pq o  meu  iphone  estragou e ai resolvi comprar outro e vai ser o meu terceiro cel","tristeza"
"Meu nome  é  estragou o iphone dele, e levou meu celular para ficar falando com a cara que vai ficar ajeitar, até o celular até ele voltar)))))):","tristeza"
"meu pai: Alice, selecione ou você fica com seu iPhone , ou com seu Smart, porque o  meu  estragou . QUASE MORRI, MAIS DEI O  IPHONE PARA ELE.","tristeza"
"o mundo vai acabar, compreendendo um fone de ouvido e estragando , meu mouse tb, meu  iphone tb e agora o carregador do meu pc tb estragou , seria o fim?","tristeza"
"O kart foi o melhooooorrrr, tirando que um @ LaizLizardo  estragou  o  meu  Iphone e o celular do meu pai! # Aff !","tristeza"
"pronto .. estragou  o  meu  iPhone .. era só o que me faltava!","tristeza"
"primeiro ou  meu  iPhone  estragou  o auto-falante, agora o microfone, não vou falar que falta ou exibir se queimar","tristeza"
"Estragou  meu cel .. ótimo motivo para comprar o  meu  iphone . Vou usar no mercadolivre e sites internacionais.","tristeza"
"acabei  de  estragar hum IPhone la na nos no Shopping, o  meu tio Viu q o Ecrã estava avariado olhou pra mim e Disse 'é Melhor Irmos embora, anda devagarinho en olhes pra Trás' Chegou NAS Escadas Rolantes Deu ganda Corrida pro caminhão hahahahahaha","tristeza"
"Eu acabei  de  estragar  o Carregador fazer meu  iPhone É Só Tenho 30% de bateria","tristeza"
"boa, grande dia. acabei  de  estragar  o  meu  iphone .","tristeza"
"Acabei  de  estragar  o  meu  iphone  ","tristeza"
"Kkkkk que raiva","tristeza"
"nao acredito que acabei  de  estragar  o  meu  iphone , oopmg, foda-se, foda-se, fds, recebi o tele ha dois dias, ahahaha","tristeza"
"so faltava isso terminar  de  estragar  o  meu  iphone agora a solução é usar 1 nokia supeer rijo ... Shitttttt","tristeza"
"LOL RT “ @ layninha : * marcha fúnebre * RT @ Pedromrocha ","tristeza"
"Acabei  de  estragar  o  meu Carregador fazer iPhone , estou a Chorar","tristeza"
"Acabamento  de  estragar  o  meu  iPhone , boa Inês ....","tristeza"
"Pra quem Não SABE o que me dar de aniver: Carregador de  iPhone 4 ( acabei  de  estragar  o  meu )😪😅","tristeza"
"Acabei  de  estragar  o carregador do meu  iPhone e não sei se tenho tempo de comprar um","tristeza"
"Quero Chorar acabei  de  estragar  o Ecrã fazer meu  iphone agr ESSA merda ta Metade amarelo ea Outra Metade Dá pra ver normal,","tristeza"
"Acabamento  de  estragar  o  meu  IPhone 5😭😭😭","tristeza"
"Que otimo acabei  de  estragar  o Botão Que tava FUNCIONANDO sem meu  iphone , o  de travar a tela ja tava aem funcionar ágora o Outro tambem otimo","tristeza"
"@ _danielamuller onde você compra o cabo do carregador pro iphone ? acabei  de  estragar  o  meu","tristeza"
"Acabei  de  estragar  o  meu quarto carregador do iphone . E todas as vezes que o tráfego foi atingido em horários que eu não tenho como fazer nada .. Afff","tristeza"
"Acabei  de  estragar  o  meu sexto carregador de  iPhone ... Só eu mesmo","tristeza"
"acabei  de  estragar  ou autofalante do meu  iphone caralho porra minha mae vai me matar","tristeza"
"# confissoesdamadrugada  terminou  de  estragar  meu  iphone , bom o que parece e acho q vou pegar da minha mae :(","tristeza"
"Puta, acabei  de  estragar  o fone que veio no meu  iphone !!!","tristeza"
"acabei  de  estragar  o cabo do iphone do meu amor @ _SilvioCosta","tristeza"
"nossa, que tristeza ' o que?' ' acabei  de  estragar  meu  iphone ' 'pelo menos você tinha um iphone '","tristeza"
"Acabei  de  estragar  meu Carregador fazer IPhone : (((((sorte Que Tem o da Minha Irmã e da Minha Mãe Aqui em Casa.","tristeza"
"Galera acabei  de  estragar  meu  iphone ... Tava com ele no box do banheiro ouvindo musica e ele caiu na agua e o som dele ta estragado ...","tristeza"
"acho que acabei  de  estragar  o  meu  iPhone hahahahaha :(","tristeza"
"Pai já pode me dar o  iPhone ! Acabei  de  estragar  meu celular","tristeza"
"sem celular de veez ne! terminar  de  estragar  ou quadradinho o meu blackberry e o meu  iphone nunca que chega ao concerto ...","tristeza"
"Que ótimo. Acabamento  de  estragar  o  meu  iPhone .","tristeza"
"Acabei  de  estragar  o  meu  iphone ...","tristeza"
"estragaram  o  iphone 😓 medeiros adicionou,","tristeza"
"estragaram  o  iphone meu deus o  iphone 11 eh feio d ++++","tristeza"
"Porra estragaram  ou  iPhone c essa porra de uma entrada só, nem escutar um som carregando","tristeza"
"parabéns estragaram  o  iphone , cadê meu 5so príncipe desgosto acrescentou,","tristeza"
"Estragaram  o  iPhone mas ya, aquilo era super cola 3Mateus adicionou,","tristeza"
"Juro não era o símbolo da maçã, parecia um android, ' estragado ' ou o  iPhone sem o botãoJorge 🥶adicionou, ","tristeza"
"Tô Aqui na van Voltando mostram dos @ soundtrackers Carregando o  iPhone 6s e Ouvindo Música ao MESMO ritmo. Estragaram  o  iPhone 7, parabéns.","tristeza"
"Que design feio ' Estragaram  o  iPhone ' gente é tão simples!","tristeza"
"Estragaram  o  iphone , que bagulho feiosoGaby adicionou,","tristeza"
"Estragou  o  iPhone 8 com essa câmera, tá demais","tristeza"
"Estragaram  o  iPhone com essa nova atualização💩","tristeza"
"MEU Jesus, ESTRAGARAM  O  IPHONE COM ESSE IOS 10😑😑😑","tristeza"
"Quando eu digo que estou estragando  o  iPhone, apenas apetece bater nele","tristeza"
"Esses emojis novos estragaram  o  iPhone 👎🏻👎🏼👎🏽👎🏾👎🏿","tristeza"
"na boa, mas na boa mesmo ... ESTRAGARAM  O  IPHONE , esse iphone 6 tá uma coisa mais horrível do mundo","tristeza"
"@Demimyflower o 4s é MUITO mais bonito que esse, eles quase estragaram  o  iPhone ... se eu comprar, eu vou querer o 4s também","tristeza"
"o  iphone novo tá ridículo com essas câmeras, estragaram  o  iphone","tristeza"
"Meu irmão cortou o cabelo ontem em curtiu, pode consultar a aula hj e barraqueou com minha mãe. Quase estragado  no  iPhone","tristeza"
"Estragaram  o  iPhone se fude","tristeza"
"Ficou feio demais, estragaram  o  iphone","tristeza"
